#\WWII\Bitter Peace.txt;;;;;;;;;;;X
EVT_950000_NAME;The Bitter Peace;;;;;;;Горький мир;;;X
EVT_950000_DESC;The war with the Germans now seems hopeless. It may be time to sue for peace.;;;;;;;Война с Германией безнадежна. Возможно пришло время просить мира.;;;X
EVT_950000_OPTIONA;How humiliating! Sue for peace.;;;;;;;Как унизительно! Просите мира;;;X
EVT_950000_OPTIONB;Mother Russia shall fight to the bitter end!;;;;;;;Мы будем бороться до конца!;;;X
EVT_950001_NAME;The Russians sue for Peace;;;;;;;Русские просят мира;;;X
EVT_950001_OPTIONA;Better than we expected, accept the conditions!;;;;;;;Это лучше чем мы ожидали, примем условия;;;X
EVT_950001_OPTIONB;No Peace with the Russians!;;;;;;;Никакого мира с русскими;;;X
EVT_950002_NAME;The Bitter Peace;;;;;;;Горький мир;;;X
EVT_950002_DESC;The war with the Germans now seems hopeless. It may be time to sue for peace.;;;;;;;Война с Германией безнадежна. Возможно пришло время просить мира.;;;X
EVT_950002_OPTIONA;How humiliating! Sue for peace.;;;;;;;Как унизительно! Просите мира;;;X
EVT_950002_OPTIONB;Mother Russia shall fight to the bitter end!;;;;;;;Мы будем бороться до конца!;;;X
EVT_950003_NAME;The Russians sue for peace;;;;;;;Русские просят мира;;;X
EVT_950003_OPTIONA;Better than we expected, accept the conditions;;;;;;;Нас это устраивает;;;X
EVT_950003_OPTIONB;No peace with the Russians!;;;;;;;Никакого мира с русскими;;;X
EVT_950004_NAME;The end of the Soviet state;;;;;;;Конец Советского государтства;;;X
EVT_950004_DESC;At the start of the peace deal negotiations the Germans have demanded that we abolish the Soviet state. We have no choice but to comply, they will simply crush us if we refuse.;;;;;;;#TODO;;;X
EVT_950004_OPTIONA;Goodbye Soviet Russia!;;;;;;;Прощай красная Россия!;;;X
EVT_950005_NAME;White Ruthenia;;;;;;;Белоруссия;;;X
EVT_950005_DESC;White Ruthenia is currently occupied by the Russians. Shall we free them from Russian domination, giving us a valuable buffer state, or will we let the Russians keep it?;;;;;;;Белоруссия сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950005_OPTIONA;Demand that the Russians let them go!;;;;;;;Потребовать Белоруссию;;;X
EVT_950005_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950006_NAME;The liberation of White Ruthenia;;;;;;;Отделение Белоруссии;;;X
EVT_950006_DESC;The Germans have demanded that we give up White Ruthenia.;;;;;;;Немцы потребовали отделения Белоруссии.;;;X
EVT_950006_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950007_NAME;The return of White Ruthenia;;;;;;;Возвращение Белоруссии;;;X
EVT_950007_DESC;White Ruthenia has been liberated and is once more loyal to us.;;;;;;;Белоруссия стала частью нашего военного блока.;;;X
EVT_950007_OPTIONA;Welcome back!;;;;;;;Добро пожаловать;;;X
EVT_950008_NAME;The United Baltic Duchy;;;;;;;Балтийское герцогство;;;X
EVT_950008_DESC;The United Baltic Duchy is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or will we let the Russians keep it?;;;;;;;Балтика сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950008_OPTIONA;Demand that the Russians let them go!;;;;;;;Потребовать Белоруссию;;;X
EVT_950008_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950009_NAME;The liberation of the United Baltic Duchy;;;;;;;Отделение Балтики;;;X
EVT_950009_DESC;The Germans have demanded that we give up the United Baltic Duchy.;;;;;;;Немцы потребовали отделения Балтики.;;;X
EVT_950009_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950010_NAME;The return of the United Baltic Duchy;;;;;;;Возвращение Балтийского герцогства;;;X
EVT_950010_DESC;The United Baltic Duchy has been liberated and is once more loyal to us.;;;;;;;Балтийское герцогство стало частью нашего военного блока.;;;X
EVT_950010_OPTIONA;Welcome back!;;;;;;;Добро пожаловать;;;X
EVT_950011_NAME;The Ukraine;;;;;;;Украина;;;X
EVT_950011_DESC;The Ukraine is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or will we let the Russians keep it?;;;;;;;Украина сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950011_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;;X
EVT_950011_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950012_NAME;The liberation of the Ukraine;;;;;;;Отделение Украины;;;X
EVT_950012_DESC;The Germans have demanded that we give up the Ukraine.;;;;;;;Немцы потребовали отделения Украины.;;;X
EVT_950012_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950013_NAME;The return of the Ukraine.;;;;;;;Возвращение Украины;;;X
EVT_950013_DESC;The Ukraine has been liberated and is once more loyal to us.;;;;;;;Украина стала частью нашего военного блока.;;;X
EVT_950013_OPTIONA;Welcome back!;;;;;;;Добро пожаловать;;;X
EVT_950014_NAME;Poland;;;;;;;Польша;;;X
EVT_950014_DESC;Poland is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or will we let the Russians keep it?;;;;;;;Польша сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950014_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;;X
EVT_950014_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950015_NAME;The liberation of Poland;;;;;;;Отделение Польши;;;X
EVT_950015_DESC;The Germans have demanded that we give up Poland.;;;;;;;Немцы потребовали отделения Польши.;;;X
EVT_950015_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950016_NAME;The return of Poland;;;;;;;Возвращение Польши;;;X
EVT_950016_DESC;Poland has been liberated and is once more loyal to us.;;;;;;;Польша стала частью нашего военного блока.;;;X
EVT_950016_OPTIONA;Welcome back!;;;;;;;Добро пожаловать;;;X
EVT_950017_NAME;Lithuania;;;;;;;Литва;;;X
EVT_950017_DESC;Lithuania is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or will we let the Russians keep it?;;;;;;;Литва сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950017_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;;X
EVT_950017_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950018_NAME;The liberation of Lithuania;;;;;;;Отделение Литвы;;;X
EVT_950018_DESC;The Germans have demanded that we give up Lithuania.;;;;;;;Немцы потребовали отделения Литвы.;;;X
EVT_950018_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950019_NAME;The return of Lithuania;;;;;;;Возвращение Литвы;;;X
EVT_950019_DESC;Lithuania has been liberated and is once more loyal to us.;;;;;;;Литва стала частью нашего военного блока.;;;X
EVT_950019_OPTIONA;Welcome back!;;;;;;;Добро пожаловать;;;X
EVT_950020_NAME;The Polish-Lithuanian Commonwealth;;;;;;;Речь Посполитая;;;X
EVT_950020_DESC;The Polish-Lithuanian Commonwealth is currently under Russian control. Shall we free them from Russian domination, giving us a valuable buffer state, or let the Russians keep it?;;;;;;;Речь Посполитая сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950020_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;;X
EVT_950020_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950021_NAME;The liberation of the Commonwealth;;;;;;;Отделение Речи Посполитой;;;X
EVT_950021_DESC;The Germans have demanded that we give up the Commonwealth.;;;;;;;Немцы потребовали отделения Речи Посполитой.;;;X
EVT_950021_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950022_NAME;The return of the Commonwealth;;;;;;;Возвращение Речи Посполитой;;;X
EVT_950022_DESC;The Commonwealth has been liberated and is once more loyal to us.;;;;;;;Речь Посполитая стала частью нашего военного блока.;;;X
EVT_950022_OPTIONA;Welcome back;;;;;;;Добро пожаловать;;;X
EVT_950023_NAME;Sweden;;;;;;;Швеция;;;X
EVT_950023_DESC;Sweden is currently under Russian control. Shall free them from Russian domination, giving us a valuable buffer state, or let the Russians keep it?;;;;;;;Швеция сейчас принадлежит России. Мы можем освободить ее от русской власти, чтобы еще больше ослабить Россию.;;;X
EVT_950023_OPTIONA;Demand that the Russians give it up!;;;;;;;Потребовать Украину;;;X
EVT_950023_OPTIONB;The Russians can keep it.;;;;;;;Пусть оставят себе;;;X
EVT_950024_NAME;The liberation of Sweden;;;;;;;Отделение Швеции;;;X
EVT_950024_DESC;The Germans have demanded that we give up Sweden.;;;;;;;Немцы потребовали отделения Швеции.;;;X
EVT_950024_OPTIONA;We have no choice.;;;;;;;У нас нет выбора;;;X
EVT_950025_NAME;The return of Sweden;;;;;;;Возвращение Швеции;;;X
EVT_950025_DESC;Sweden has been liberated and is once more loyal to us.;;;;;;;Швеция стала частью нашего военного блока.;;;X
