EVT_9000081_NAME;We have found oil in Alaska;
EVT_9000081_DESC;After our occupation of Alaska several of our industries moved in to exploit the area. One of these has, after an intensive survey, managed to discover a large oil field at Prudhoe Bay on the northern coastline. Unfortunately, the tundra climate of the region means extensive pipelaying and other work is needed to exploit this find. However an oilfield like this, if successfully exploited, could really boost our economy and military.;
EVT_9000081_OPTIONA;Fund the exploitation of the oilfield;
EVT_9000081_OPTIONB;We cannot afford all the necessary work;
EVT_875000_NAME;The Territory of Hawaii Revolts;
EVT_875000_DESC;After the secession of the California Republic, the Hawaiian Territory, gained in 1893 after the treasonous Queen Liliuokalani was deposed by American Forces, has been lost. The Militia of Molokai, a pro-Hawaiian sovereignty group took up arms last week and rallied the natives to their cause. The last military base was taken today, and we have lost control of the island and possibly of all of our Pacific holdings.;
EVT_875000_OPTIONA;We should have expected this...;
EVT_875001_NAME;The Hawaiian Government;
EVT_875001_DESC;We have finally achieved freedom!;
EVT_875001_OPTIONA;Henry Alexander Baldwin will guide our nation!;
EVT_875002_NAME;Occupation of Pacific Island;
EVT_875002_DESC;The United States has fallen into war and in response the islands in the Pacific have joined Hawaii. Wake, Midway and the South Pacific islands have joined Hawaii.;
EVT_875002_OPTIONA;Excellent;
EVT_875003_NAME;Hawaii Occupies Midway, Wake and Other Pacific Islands;
EVT_875003_DESC;The garrisons on Wake and Midway have joined Hawaii to ensure that they are not occupied by another power. There is unfortunately nothing the US can do about it.;
EVT_875003_OPTIONA;Damn;
EVT_9000821_NAME;The Future of Hawaii;
EVT_9000821_DESC;The American civil war has concluded and the United States no longer exists. It is clear that Hawaii must make a decision about the future. The Pacific States of America are willing to abide by any decision that Hawaii makes about its future.;
EVT_9000821_OPTIONA;Hawaii will remain independent;
EVT_9000821_OPTIONB;Propose an alliance with the PSA;
EVT_9000821_OPTIONC;We should join the PSA;
EVT_9000822_NAME;Hawaii Proposes an Alliance;
EVT_9000822_DESC;The Hawaii government had proposed an alliance between the two states. An advantageous situation for sure but some in the PSA government were worried about how other governments would react to this decision.;
EVT_9000822_OPTIONA;Welcome;
EVT_9000822_OPTIONB;No thanks;
EVT_9000823_NAME;Hawaii Joins the PSA;
EVT_9000823_DESC;The government in Hawaii has decided to join the Pacific States of America;
EVT_9000823_OPTIONA;Welcome to the PSA;
EVT_9000825_NAME;Petitioning the Entente;
EVT_9000825_DESC;The defeat of the Pacific States of America and United States of America at the hands of the CSA had left the islands of Hawaii with no allies and an uncertain future. The Entente appeared to be the natural choice to ally with against the CSA but people in Hawaii were worried that this could draw the islands into a war. Opinion was split on the islands.;
EVT_9000825_OPTIONA;Send the request;
EVT_9000825_OPTIONB;We will stay on our own;
EVT_9000826_NAME;Hawaii Requests Entry into the Entente;
EVT_9000826_DESC;Hawaii has requested entry into the Entente. The strategic position of Hawaii makes them a valuable member for the Entente. There was concern that if Hawaii was added to the Entente, it would change the balance of power in the Pacific.;
EVT_9000826_OPTIONA;A welcome addition;
EVT_9000826_OPTIONB;We should avoid a provocative move;
EVT_9000827_NAME;Hawaii Joins the Entente;
EVT_9000827_DESC;The Entente has accepted our petition for entry. Hawaii may just be able to survive with some strong allies.;
EVT_9000827_OPTIONA;A welcome addition;
EVT_9000828_NAME;The Entente Refuses Hawaii;
EVT_9000828_DESC;The Entente has refused our request for an alliance, Hawaii will stand alone.;
EVT_9000828_OPTIONA;Damn;
EVT_9000829_NAME;Expansion of Hawaii's Industry;
EVT_9000829_DESC;The usual distribution of Hawaii's pineapples had been disrupted due to the American Civil War but the demand for them had not. Dole had emphasized the need to strengthen Hawaii's economy and expand it's industry. The pineapple companies of the islands began increasing production and building more facilities for the increased production.;
EVT_9000829_OPTIONA;Behold our pineapples!;
EVT_9000830_NAME;Resource Expansion;
EVT_9000830_DESC;The necessity for Hawaii to expand it's resources as well as its industry has prompted a scouring of the islands for any natural resources that could be found.;
EVT_9000830_OPTIONA;More fuel for the pineapple factories!;
EVT_9000831_NAME;Pineapple Workers Union;
EVT_9000831_DESC;The expansion of the industry in Hawaii had come with a cost to the labourers. Long hours and low wages had made the workers in the fields discontent and there was talk of a union. Union activists took to the streets of Honolulu to get their demands heard.;
EVT_9000831_OPTIONA;We will make reforms;
EVT_9000831_OPTIONB;This system works fine;
EVT_9000832_NAME;Island Agitators;
EVT_9000832_DESC;The CSA's extensive network of spies had led to their learning of the labour issues that were cropping up on the islands in Hawaii. The islands were not part of the CSA's overall strategy as seizing the islands would make the CSA no better than any other imperialist, but the plight of the workers was in the best interest of the CSA and if it happened to ensure the Hawaii islands came under the control of the CSA then so be it.;
EVT_9000832_OPTIONA;Send in some men to support the workers.;
EVT_9000832_OPTIONB;Forget Hawaii. We need to finish America.;
EVT_9000833_NAME;The Red Pineapple Riot;
EVT_9000833_DESC;The arrival of CSA agitators had encited the workers of Hawaii into a near frenzy. Protests were launched across the islands. When the police attempted to control the protest they were pelted with pineapples that had been painted red. Several policemen were injured and the crowd effectively dispersed but the riot had seriously shaken the local authorities.;
EVT_9000833_OPTIONA;We must reform.;
EVT_9000833_OPTIONB;Arresting the CSA agitators should do it.;
EVT_9000834_NAME;Trade Union of Hawaii;
EVT_9000834_DESC;The Trade Union of Hawaii had been slowly gaining power since the Hawaiian government had instituted reforms. The CSA government was divided as to whether this was enough or not. Many believed that the islands should be forced to adopt the ideals of the CSA but there are many who see the islands as making a natural progression to Syndicalism.;
EVT_9000834_OPTIONA;Demand Hawaii reforms;
EVT_9000834_OPTIONB;Let their revolution evolve;
EVT_9000835_NAME;Trade Union of Hawaii;
