EVT_777001_NAME;Domestic Reaction to Afghan Defeat;;;;;;;#TODO;;;X
EVT_777001_DESC;The defeat of our armies has sent shockwaves through Afghanistan! Our secret service reports huge dissatisfaction with the royal government amongst both the peasants and the army! Even worse radical clerics are drumming up support for a general insurrection against the royal reform programme! These are truly dark times for our small kingdom.;;;;;;;#TODO;;;X
EVT_777001_OPTIONA;The King can do as he likes! Surpress any rebellion!;;;;;;;#TODO;;;X
EVT_777001_OPTIONB;Habibullah Kalakani raises the flag of Islamic revolt!;;;;;;;#TODO;;;X
EVT_777001_OPTIONC;Mohammed Nadir deposes Amanullah and proclaims himself king!;;;;;;;#TODO;;;X
EVT_777002_NAME;The Foreign Relations of the Emirate of Afghanistan;;;;;;;#TODO;;;X
EVT_777002_DESC;Habibullah Kalakani has finaly brought Islamic order to the people of Afghanistan and established himself as the undisputed ruler of our nation. After our defeat by the Indian government, his majesty has proposed to court the Islamic Federation of Turkestan for an alliance to safeguard us from further military conflict with the Indians.;;;;;;;#TODO;;;X
EVT_777002_OPTIONA;Let us align with the Islamic Federation of Turkestan!;;;;;;;#TODO;;;X
EVT_777002_OPTIONB;As long as the country lies in ruins, we can't engage in foreign policy.;;;;;;;#TODO;;;X
EVT_777003_NAME;Alliance Negotiations with the Islamic Emirate of Afghanistan;;;;;;;#TODO;;;X
EVT_777003_DESC;In Afghanistan, the degenerate monarchy of Amanullah has been overthrown by an islamic revolt spearheaded by Habibullah Kalakani. Finally in total control of the country, Habibullah has approached us with an offer of alliance, hoping that the might of the Islamic Federation will dissuade enemies both foreign and domestic from attempting to overthrow his most righteous regime.;;;;;;;#TODO;;;X
EVT_777003_OPTIONA;A most righteous proposition! We accept!;;;;;;;#TODO;;;X
EVT_777003_OPTIONB;We shan't have anything to do with usurpers!;;;;;;;#TODO;;;X
EVT_777004_NAME;Formation of the Bukhara-Kabul Pact;;;;;;;#TODO;;;X
EVT_777004_DESC;Today, delegations from both Afghanistan and Turkestan met in Bukhara to formalise a binding treaty of alliance between the two nations. Glory to the people of God! Takbir!;;;;;;;#TODO;;;X
EVT_777004_OPTIONA;Who can withstand the faithful when the faithful are united?;;;;;;;#TODO;;;X
EVT_777500_NAME;The Annexation of Afghanistan;;;;;;;#TODO;;;X
EVT_777500_DESC;Our victorious troops have eradicated any Afghan hopes of ever meddling further with the geo-political situation on the subcontinent. All that remains for us to do, is decide what to do with the vanquished.;;;;;;;#TODO;;;X
EVT_777500_OPTIONA;Establish a workers' republic to guard the Khyber Pass!;;;;;;;#TODO;;;X
EVT_777500_OPTIONB;Restore Amanullah Khan to an 'independent' Afghanistan.;;;;;;;#TODO;;;X
EVT_777500_OPTIONC;Install Amanullah's brother as king of a loyal puppet state!;;;;;;;#TODO;;;X
EVT_777500_OPTIOND;Restore Amanullah Khan to an 'independent' Afghanistan.;;;;;;;#TODO;;;X
EVT_777500_OPTIONE;Install Amanullah's brother as king of a loyal puppet state!;;;;;;;#TODO;;;X
EVT_777500_OPTIONF;Let Mohammed Nadir impose a new dynasty on the Afghans!;;;;;;;#TODO;;;X
EVT_777500_OPTIONG;Maintain military occupation.;;;;;;;#TODO;;;X
EVT_777501_NAME;A Red Afghanistan is Born;;;;;;;#TODO;;;X
EVT_777501_DESC;We have been defeated. Afghanistan can into socialism. But cannot into Mughal.;;;;;;;#TODO;;;X
EVT_777501_OPTIONA;Too bad.;;;;;;;#TODO;;;X
EVT_777502_NAME;The Indian Government Imposes Amanullah;;;;;;;#TODO;;;X
EVT_777502_DESC;We have been defeated. Afghanistan cannot into Mughal.;;;;;;;#TODO;;;X
EVT_777502_OPTIONA;Too bad.;;;;;;;#TODO;;;X
EVT_777503_NAME;The Indian Government Imposes Inayatullah;;;;;;;#TODO;;;X
EVT_777503_DESC;We have been defeated. Afghanistan cannot into Mughal.;;;;;;;#TODO;;;X
EVT_777503_OPTIONA;Too bad.;;;;;;;#TODO;;;X
EVT_777504_NAME;The Indian Government Imposes Mohammed Nadir;;;;;;;#TODO;;;X
EVT_777504_DESC;We have been defeated. Afghanistan cannot into Mughal.;;;;;;;#TODO;;;X
EVT_777504_OPTIONA;Too bad.;;;;;;;#TODO;;;X
EVT_777505_NAME;Afghanistan in Chaos!;;;;;;;#TODO;;;X
EVT_777505_DESC;Despite our best efforts, rebel forces have pushed the troops of king Amanullah out of Kabul and are in effect in control of the country!;;;;;;;#TODO;;;X
EVT_777505_OPTIONA;Habibullah Kalakani's troops triumph by Islamic virtue!;;;;;;;#TODO;;;X
EVT_777505_OPTIONB;General Nadir's brigades defeat all opposition and proclaim him king!;;;;;;;#TODO;;;X
EVT_777506_NAME;Order in Afghanistan;;;;;;;#TODO;;;X
EVT_777506_DESC;Afghanistan cannot into revolt.;;;;;;;#TODO;;;X
EVT_777506_OPTIONA;Here's to hoping for a better tomorrow.;;;;;;;#TODO;;;X
EVT_105250_NAME;Unrest and Sedition in Indochina;;;;;;;#TODO;;;X
EVT_105250_DESC;Our control with Indochina has never been very strong, but recently our colonial officers report a stark rise in guerrilla attacks on our schutztruppen and strikes organized by the local trade unions. As if that wasnвЂ™t enough, intelligence suggests the recently reunited Indian sub-continent as the source of much of the rebellious natives resources and weapons.;;;;;;;#TODO;;;X
EVT_105250_OPTIONA;This colony has been nothing but trouble!;;;;;;;#TODO;;;X
EVT_105251_NAME;Ho Chi Minh Proclaims Indochina Independent!;;;;;;;#TODO;;;X
EVT_105251_DESC;Our control with Indochina has never been very strong, but recently our colonial officers report a stark rise in guerrilla attacks on our schutztruppen and strikes organized by the local trade unions. From his exile in Calcutta, Ho Chi Minh has proclaimed Indochina to be an independent federal socialist republic! This would seem to be the signal for all out rebellion, we must be vigilant!;;;;;;;#TODO;;;X
EVT_105251_OPTIONA;He shall be caught!;;;;;;;#TODO;;;X
EVT_105252_NAME;Revolt in Indochina!;;;;;;;#TODO;;;X
EVT_105252_DESC;Today local garrisons from Cochinchina to Tonkin have begun an armed rising against our colonial officials! Aided by revolutionaries and volunteers from India they pose a grave danger towards the future of German Indochina!;;;;;;;#TODO;;;X
EVT_105252_OPTIONA;Mein Gott!;;;;;;;Боже мой!;;;X
