EVT_65001010_NAME;The Possibilites of Privatization;
EVT_65001010_DESC;The economy is a wreck and has been since 1905. There is nothing we can do to change this, it is a fact of Bolivian life. Although, we may be able to gain profit for ourselves if we privatized many industries like water, energy, transportation and electricity. This may make life harder for the people, but we'll profit.;
EVT_65001010_OPTIONA;If it doesnt turn a quick buck, put it up for sale!;
EVT_65001010_OPTIONB;This is a betrayal of the Bolivian people!;
EVT_650011_NAME;Unemployment and The Class Division in Bolivia;
EVT_650011_DESC;Since the privatization of virtually every industry in Bolivia, the middle class has been destroyed and now everyone is either as poor as a native or a member of the mega-rich. There are little to no jobs left in Bolivia, and the jobs that still exist don't provide acceptable wages or benefits.;
EVT_650011_OPTIONA;There is nothing we can do;
EVT_650012_NAME;The Natives and the Lower Class;
EVT_650012_DESC;There is growing discontent among the poor, who can't find shelter or feed their families. Many of them have formed shanty towns in the hillsides. The indiginous people, having to fend completely for themselves have also begun to complain.;
EVT_650012_OPTIONA;Bah, Let them eat Empanadas!;
EVT_6500199_NAME;Peru has proposed union between our nations;
EVT_6500199_DESC;When Peruvians have heard about our unstable fiscal situation, they conceived the idea of uniting both countries. We don't know what to say, except that Peru is aggresive and can implicate us to war with neighbours. We need to consider this possibility.;
EVT_6500199_OPTIONA;Yes;
EVT_6500199_OPTIONB;No;
EVT_6500200_NAME;Viva la Great Bolivian-Peruvian Union;
EVT_6500200_DESC; Whole Peruvian nation celebrates the new union. Now we can destroy every nation in Latin America that dares to threaten our national integrity !;
EVT_6500200_OPTIONA;Great!;
EVT_6500201_NAME;Peru has proposed alliance between our nations;
EVT_6500201_DESC;When Peruvians have heard about our unstable fiscal situation and unstable geopolitical situation in the South America, they conceived the idea of creating alliance for both countries. We don't know what to say, except that Peru is aggresive and can implicate us to war with neighbours. We need to consider this possibility.;
EVT_6500201_OPTIONA;Yes;
EVT_6500201_OPTIONB;No;
EVT_650013_NAME;A Call to Arms!;
EVT_650013_DESC;The people have taken arms against the President of Bolivia and are demanding his resignation and the ushering in of a new President.;
EVT_650013_OPTIONA;The people sound the Pututu horn and rise up!;
EVT_650014_NAME;Civil War breaks out in La Paz;
EVT_650014_DESC;The revolutionary mob have stormed the capital city and have been battling with the Presidential Guard. Future of our country is at stake !;
EVT_650014_OPTIONA;The Presidential Guard is defeated and the Regime is Toppled!;
EVT_650014_OPTIONB;The people are driven back into the hillsides where they belong!;
EVT_557105_NAME;The New Bolivian Government;
EVT_557105_DESC;The people place their faith in...;
EVT_557105_OPTIONA;Victor Paz Estenssoro and the Movimiento Nacionalista Revolucionario;
EVT_557105_OPTIONB;Navarro-Marof and Arze y Arze, of the Syndicalist Party of Bolivia;
EVT_557106_NAME;Victor Paz Estenssoro has formed his new cabinet;
EVT_557106_DESC;Victor Paz Estenssoro, leader of the Movimiento Nacionalista Revolucionario has formed his cabinet.;
EVT_557106_OPTIONA;It's time to fix the mess of the previous Regime!;
EVT_557107_NAME;Arze y Arze has formed his new cabinet;
EVT_557107_DESC;Arze y Arze, leader of the Syndicalist Party of Bolivia formed his cabinet.;
EVT_557107_OPTIONA;The Unions, not foreign corporations will control Bolivia's economy!;
EVT_650018_NAME;The Wave of Nationalization;
EVT_650018_DESC;We must undo the mistakes the President has made and wrestle the economy from foreign corporations.;
EVT_650018_OPTIONA;We must remove foreign corporations from our soil with force!;
EVT_557109_NAME;An Armada for Bolivia?;
EVT_557109_DESC;As we investigated the many Chilean and foreign-owned ships that were stranded in Antofagasta harbour after our takeover of the city, we noticed that many of them could be easily adapted into military vessels. Some of them could be converted into troopships or gunboats, or even into light cruisers. A few politicians, however, think that we could use the harbour better by keeping it simply to civilian purposes.;
EVT_557109_OPTIONA;Repair the ships and the harbour, put them to work for our industry;
EVT_557109_OPTIONB;Convert just a section of the old harbour into a new naval base;
EVT_557109_OPTIONC;Convert some civilian vessels into military transports;
EVT_557109_OPTIOND;Adapt them into a few destroyers and one cruiser;
EVT_557109_OPTIONE;Just sell those ships, we need the money;
EVT_557120_NAME;Presidential Elections, 1940;
EVT_557120_DESC;Polling stations all over the country were open today for our Presidential elections. Several parties launched their candidates and, by the end of the day, our new president and vice-president were announced...;
EVT_557120_OPTIONA;Villarroel and Rioja, of the corporatist Falange Boliviana;
EVT_557120_OPTIONB;Penaranda and Toro, of the conservative Concodancia;
EVT_557120_OPTIONC;Hertzog and Urriolagoitía, of the Partido Liberal;
EVT_557120_OPTIOND;Arze and Navarro-Marof, of the socialist MNR-PSB coalition;
EVT_557121_NAME;Presidential Elections, 1946;
EVT_557121_DESC;Polling stations all over the country were open today for our Presidential elections. Several parties launched their candidates and, by the end of the day, our new president and vice-president were announced...;
EVT_557121_OPTIONA;Rioja and Únzaga, of the corporatist Falange Boliviana;
EVT_557121_OPTIONB;Quintanilla and Toro, of the conservative Concodancia;
EVT_557121_OPTIONC;Urriolagoitía and Solares, of the Partido Liberal;
EVT_557121_OPTIOND;Navarro-Marof and Gainsborg, of the socialist MNR-PSB coalition;
EVT_557122_NAME;Presidential Elections, 1952;
EVT_557122_DESC;Polling stations all over the country were open today for our Presidential elections. Several parties launched their candidates and, by the end of the day, our new president and vice-president were announced...;
EVT_557122_OPTIONA;Rioja and Únzaga, of the corporatist Falange Boliviana;
EVT_557122_OPTIONB;Toro and Ballivián, of the conservative Concodancia;
EVT_557122_OPTIONC;Guachalla Solares and Tamayo Solares, of the Partido Liberal;
EVT_557122_OPTIOND;Estenssoro and Navarro-Marof, of the socialist MNR-PSB coalition;
EVT_557123_NAME;Presidential Elections, 1958;
EVT_557123_DESC;Polling stations all over the country were open today for our Presidential elections. Several parties launched their candidates and, by the end of the day, our new president and vice-president were announced...;
EVT_557123_OPTIONA;Únzaga and Gutierrez-Gutierrez, of the corporatist Falange Boliviana;
EVT_557123_OPTIONB;Ballivián and Guillé, of the conservative Concodancia;
EVT_557123_OPTIONC;Tamayo Solares and Monje, of the Partido Liberal;
EVT_557123_OPTIOND;Reyes and Oquendo, of the socialist MNR-PSB coalition;
EVT_557124_NAME;Presidential Elections, 1964;
EVT_557124_DESC;Polling stations all over the country were open today for our Presidential elections. Several parties launched their candidates and, by the end of the day, our new president and vice-president were announced...;
EVT_557124_OPTIONA;Gutierrez-Gutierrez and Rioja, of the corporatist Falange Boliviana;
EVT_557124_OPTIONB;Ortuno and Candía, of the conservative Concodancia;
EVT_557124_OPTIONC;Tamayo Solares and Monje, of the Partido Liberal;
EVT_557124_OPTIOND;Lora and Reyes, of the socialist MNR-PSB coalition;
EVT_755001_NAME;Padre Cícero passes away;
EVT_755001_DESC;This morning, father Cícero Romão Batista, died peacefully during his sleep at the old age of 92. The local leader, revered as a saint by the peasantry of the northeastern states, was seen as an éminence grise by the political class in Ceará, acting as a neutral mediating party on disputes between the Coronéis, the landed oligarchs of the northeast.;
EVT_755001_OPTIONA;His charisma will be missed;
EVT_755002_NAME;The Political Situation;
EVT_755002_OPTIONA;Let us wait until August, then;
EVT_755003_NAME;The Brazilian Communist Party dissolves itself;
EVT_755003_OPTIONA;Ok;
EVT_755004_NAME;Major industrial strike in São Paulo;
EVT_755004_DESC;Today the Brazilian Workers Confederation, led by Astrogildo Pereira, announced a major strike in São Paulo. All the industry has stopped producing as most of the city's workers have joined the movement. The picketers are demanding a complete review of the labour laws, instituting a common minimal wage for all states and other workers rights. The organization is willing to negotiate starting now.;
EVT_755004_OPTIONA;Cave in to their demands;
EVT_755004_OPTIONB;We will not negotiate with them unless they stop their strike;
EVT_755004_OPTIONC;They are simply bandits, send in the police;
EVT_755005_NAME;CBT strike in São Paulo continues;
EVT_755005_DESC;The main industrial hub of the country is still on a complete halt as the Brazilian Workers Confederation mantains their picketing. The movement now is threathening to spread west to Rio de Janeiro, as the local CBT chapter led by Minervino de Oliveira has already announced their intent to join in. Some in the government say that we can't be held ransom by syndicalist scum and recommend a heavy police action.;
EVT_755005_OPTIONA;We can't risk an escalation, negotiate with the syndicates;
EVT_755005_OPTIONB;Send in the police, the army and everything we have!;
EVT_7550050_NAME;Brazilian Presidential Election, 1936;
EVT_7550050_OPTIONA;Aliança Nacional Libertadora - Edgard Leuenroth;
EVT_7550050_OPTIONB;Liberal-Democratas - Júlio Prestes;
EVT_7550050_OPTIONC;Republicanos - Getúlio Vargas;
EVT_7550050_OPTIOND;Ação Integralista Brasileira - Plínio Salgado;
EVT_755006_NAME;Edgard Leuenroth inaugurated as President;
EVT_755006_OPTIONA;Ask for support from the Liberal-Democratas;
EVT_755006_OPTIONB;Invite the left-wing Tenentes into the ANL;
EVT_755006_OPTIONC;The syndicalist movement needs no alliances;
EVT_755007_NAME;The new Chief Minister;
EVT_755007_OPTIONA;Lívio Xavier;
EVT_755007_OPTIONB;Astrogildo Pereira;
EVT_755007_OPTIONC;João da Costa Pimenta;
EVT_755008_NAME;Júlio Prestes returns to the presidency;
EVT_755008_OPTIONA;Form a coalition government with the center-left Tenentes;
EVT_755008_OPTIONB;Invite Getúlio!;
EVT_755008_OPTIONC;Our coalition needs no alliances;
EVT_755009_NAME;The next Chief Minister;
EVT_755009_OPTIONA;Washington Luís;
EVT_755009_OPTIONB;Olímpio de Melo;
EVT_755009_OPTIONC;Borges de Medeiros;
EVT_755010_NAME;Getúlio Vargas assumes the presidency;
EVT_755010_OPTIONA;Invite the right-wing Tenentistas under Dutra;
EVT_755010_OPTIONB;Try a deal with Plínio Salgado's Integralists;
EVT_755010_OPTIONC;Do nothing - We can run everything by ourselves;
EVT_755011_NAME;The next Chief Minister;
EVT_755011_OPTIONA;Altino Arantes;
EVT_755011_OPTIONB;Eurico Gaspar Dutra;
EVT_755011_OPTIONC;João Pessoa;
EVT_755012_NAME;Plínio Salgado is the new President;
EVT_755012_OPTIONA;Invite the hardline Tenentes;
EVT_755012_OPTIONB;Try a deal with Getúlio;
EVT_755012_OPTIONC;The Integralists will head the government alone;
EVT_755013_NAME;The next Chief Minister;
EVT_755013_OPTIONA;Gustavo Barroso;
EVT_755013_OPTIONB;Euclides Figueiredo;
EVT_755014_NAME;Berlin crisis is approaching Brazil;
EVT_755014_OPTIONA;Guarantee the convertibility of the Real and the Papiermark;
EVT_755014_OPTIONB;Suspend convertibility of the Brazilian Real;
EVT_755015_NAME;Effects of the Berlin crisis;
EVT_755015_DESC;Following the Berlin panic, the Brazilian government has decided to stick to its policies of pleasing foreign creditors by maintaining convertibility according to the principles defended by the European and North American bankers who set the terms for our country's relations with the world economy. These acts have left the regime even more alienated from just about every segment of society.;
EVT_755015_OPTIONA;Thanks god we're leaving this mess already;
EVT_755016_NAME;Bank panic!;
EVT_755016_DESC;Due to our horrible decision of suspending convertibility of the Real, a huge part of the middle classes and industrialists are running to the banks and withdrawing their deposits fearing the bankruptcy of these institutions. Many economists are now fearing even greater effects of the Berlin crisis in Brazil.;
EVT_755016_OPTIONA;Why does this always happens to us?;
EVT_755017_NAME;Agricultural crisis;
EVT_755017_OPTIONA;Land reform it is! Start the programme!;
EVT_755017_OPTIONB;We musn't irritate the coronéis, hold the land reforms for a time;
EVT_755018_NAME;Liberal-Democratas protest against the land reform;
EVT_755018_DESC;Upon hearing about the planned land reform programmes, Chief Minister Borges de Medeiros rushed to the Palácio do Catete to demand explanations! He and the other Liberal-Democratas on the government see these programmes as an affront to the right to private property. Now, should we honor the will of the Brazilian workers and peasants who voted for us, or should we respect our coalition partners?;
EVT_755018_OPTIONA;Let him protest - the programme will go on;
EVT_755018_OPTIONB;We must respect our coalition partners - hold the land reforms for now;
EVT_755019_NAME;The Second Coluna Prestes;
EVT_755019_OPTIONA;Best of luck to them!;
EVT_755019_OPTIONB;We don't need that, we can trust our own surveys!;
EVT__NAME;The Second Coluna Prestes;
EVT__OPTIONA;Prestes hits the road once again - Isidoro Dias Lopes will assume his post;
EVT__OPTIONB;Actually, Prestes is needed here in Rio;
EVT_755021_NAME;The Second Coluna Prestes and the Cangaço;
EVT_755021_OPTIONA;The cangaceiros shall be introduced to socialist doctrine;
EVT_755021_OPTIONB;Social banditry is still banditry - we don't need help of their kind;
EVT_755022_NAME;The Second Coluna Prestes returns to Rio;
EVT_755022_OPTIONA;Welcome them back with open arms;
EVT_755023_NAME;The Second Coluna Prestes returns to Rio;
EVT_755023_OPTIONA;Welcome them with open arms - Prestes is back to his post;
EVT_755024_NAME;Starting the land reform programme;
EVT_755024_OPTIONA;Plan A - Reorganize all arable land into peasant-headed cooperatives;
EVT_755024_OPTIONB;Plan B - Confiscate all land and setup state-owned farms;
EVT_755024_OPTIONC;Plan C - Peasant-headed cooperatives and limited private initiative;
EVT_755025_NAME;The coronéis protest;
EVT_755025_OPTIONA;Let them complain!;
EVT_755026_NAME;Southern landowners protest;
EVT_755026_DESC;Seems that the northeastern coronéis are not our only concern, now. A group of industrialists, landowners and representants of the middle class under the leadership of defeated presidential candidate Getúlio Vargas has met today in Campinas, São Paulo, and protested against our land reform programmes.;
EVT_755026_OPTIONA;Just ignore them!;
EVT_755027_NAME;The unsellable coffee;
EVT_755027_OPTIONA;Didn't they always believe in 'free market'? Ignore them!;
EVT_755027_OPTIONB;Buy the surplus coffee and BURN it. That will raise its price!;
EVT_755028_NAME;Burn, coffee, burn!;
EVT_755028_DESC;All across the southern states, giant bonfires are burning thousands of sacks of coffee. According to our economists, this will reduce the offer of Brazilian coffee worldwide, which will in turn raise its price on the international markets. Even if we have spent some money on this, but this investiment will return to us in the form of taxes eventually.;
EVT_755028_OPTIONA;Now let's toast with a cup of strong black coffee!;
EVT_755029_NAME;A coup do save Syndicalism?;
EVT_755029_OPTIONA;Turn a blind eye and let the coup go on;
EVT_755029_OPTIONB;The Russians have Siberia, we have the Amazon - Relocate Prestes to Manaus;
EVT_755030_NAME;Prestes and Isidoro establish a military government;
EVT_755030_OPTIONA;Socialism is safe, it seems;
EVT_755031_NAME;Trouble in Pernambuco;
EVT_755031_OPTIONA;Form a army detachment and send it to Limoeiro, quick!;
EVT_755031_OPTIONB;Let Lampião do the job for us;
EVT_755031_OPTIONC;Time for a conference with the northeastern governors;
EVT__NAME;Trouble in Pernambuco;
EVT__OPTIONA;Form a army detachment and send it to Limoeiro, quick!;
EVT__OPTIONB;Time for a conference with the northeastern governors;
EVT_755033_NAME;Pernambuco Crisis - The Army has rescued the hostages!;
EVT_755033_OPTIONA;Replace them with Federal Interventors;
EVT_755033_OPTIONB;Time for a conference with the northeastern governors;
EVT_755034_NAME;Pernambuco Crisis - Disaster!;
EVT_755034_OPTIONA;How shamefull! Ok, negotiate with the governors;
EVT_755034_OPTIONB;This was all THEIR fault! Replace them with Federal Interventors!;
EVT_755035_NAME;Pernambuco Crisis - Lampião and his men attack the ranch!;
EVT_755035_OPTIONA;Replace the governors with Federal Interventors;
EVT_755035_OPTIONB;Time for a conference with the northeastern governors;
EVT_755036_NAME;Conference with the northeastern governors;
EVT_755036_OPTIONA;How can they propose such a thing! Call for federal intervention on these states!;
EVT_755036_OPTIONB;We cannot risk more conflict with them - Fold to their demands;
EVT_755036_OPTIONC;If we sit here long enough, we may reach an agreement;
EVT_755037_NAME;Recife Conference results in concessions;
EVT_755037_OPTIONA;Far from the ideal solution, but they'll go for socialism eventually;
EVT_755038_NAME;Economic policy initiative;
EVT_755038_OPTIONA;Free market means capitalism, but we could use some of it;
EVT_755038_OPTIONB;Socialist interference in the economy is needed more than ever!;
EVT_755039_NAME;A shot of capitalism;
EVT_755039_OPTIONA;Socialism with Brazilian characteristics - Establish mixed-capital ventures;
EVT_755039_OPTIONB;Anything resembling privatization would be a betrayal of the Brazilian people!;
EVT_755040_NAME;Intervene on private companies?;
EVT_755040_OPTIONA;Nationalize! All belongs to the state!;
EVT_755040_OPTIONB;Promote some mixed-capital ventures;
EVT_755041_NAME;New Minister of Industry;
EVT_755041_OPTIONA;Manuel Cendón - Stockpile military supplies;
EVT_755041_OPTIONB;Elias Iltchenco - Invest on our industry;
EVT_755041_OPTIONC;Hermogênio da Silva Fernandes - Military research;
EVT_755041_OPTIOND;Leave everything as it is;
EVT_755042_NAME;Unemployment still rising;
EVT_755042_OPTIONA;No changes will be made;
EVT_755042_OPTIONB;Promote more cooperatives and workers' self-management;
EVT_755042_OPTIONC;Nationalize and intervene even further;
EVT_755043_NAME;The industrialists resist;
